id time y1
9 27.08 31.33
9 29.13 23.96
9 32.08 17.19
9 35.08 11.94
9 43.08 10.45
9 47 3.69
10 1 126.3
10 2 170
10 2.33 124
10 2.5 105.1
10 2.75 85.4
10 3.22 62.2
10 3.97 41.7
10 6.08 23.1
10 9 12.1
10 10.75 10.3
10 20.33 5.11
10 22.98 3.2
10 23.37 52.2
10 23.62 156.9
10 24 116.2
10 24.58 75.3
10 25.17 52.7
10 26.15 29.4
10 27.17 18.9
10 29.08 14.1
10 32.12 9.24
10 35.37 7.1
10 43.13 4
10 46.43 3.2
11 0.9 103
11 1.93 116.3
11 2.17 136.1
11 2.5 82.7
11 2.68 127.8
11 2.92 54.6
11 3.92 26.2
11 5.92 18.6
11 12.67 5.74
11 24.48 106.1
11 24.68 142.3
11 25.18 80.6
11 25.9 49.1
11 26.3 30.8
11 27.68 23
11 28.03 16.3
11 30.45 9.38
11 32.22 5.37
11 36.97 4.36
11 44.25 2.82
11 47.43 2.95
12 0.5 59.5
12 1.5 41.3
12 2.5 33.8
12 4.5 55.9
12 8.5 12.4
12 16.5 4.87
12 24.67 71.4
12 26.5 114.8
12 27 54.6
12 28 46.9
12 30 25.9
12 34.08 16
12 43.75 6.8
12 47.75 3.7
12 48.25 23.3
12 48.92 80.3
12 49.83 55
12 51.75 20.2
12 55.75 16.1
12 59.75 28.3
12 67.75 10
12 71.75 9.14
13 1 95.9
13 2 163.2
13 2.25 133.5
13 2.47 143.4
13 2.75 113.5
13 3 88.9
13 4 50
13 6 19.9
13 9 10.6
13 15.15 5.8
13 20.07 3.6
13 23.57 2.4
13 23.71 4.2
13 23.92 4.4
13 24.19 6.3
13 24.46 8.2
13 25.19 12.9
13 25.44 12.6
13 26.44 18.1
13 27.44 23.6
13 29.44 19.9
13 32.44 10.9
13 35.52 6.4
13 43.61 3.7
13 47.06 2.1
14 1 130.1
14 2 158.1
14 2.25 110
14 2.5 92.9
14 2.75 75.7
14 3 58.9
14 4 36.9
14 6 19.3
14 9 13.4
14 12 8.9
14 20 5.7
14 23.6 2.76
14 23.85 4.5
14 24.02 5.1
14 24.27 5.9
14 24.5 6.8
14 24.76 8.2
14 25.33 9.9
14 25.77 8.8
14 26.85 7.9
14 27.8 7
14 29.77 6.3
14 32.78 5.9
14 35.73 5
14 44.02 2.48
14 47.72 3.4
15 0.96 14.2
15 2.02 98.1
15 4.02 43.3
15 5.95 34.5
15 11.8 17.6
16 1 3.969585
16 2 116.698
16 4 92.40497
16 6 23.57235
16 12 24.66147
16 36 4.304886
16 48 2.831356
17 1 80.9
17 2 67.97
17 4 52.3
17 6 25.3
17 12 10.60517
17 24.25 3.9
17 31 2
18 1 127.7
18 2 31.1
18 4 14.6
18 6 10.3
18 12 8.8
18 24 7
18 36 5.4
18 48 3.5
18 72 1.2
19 73 122.0814
19 74 57.79784
19 76 39.12318
19 96 30.71599
19 144 15.06562
19 171.6 19.10714
20 1 107.2
20 2.33 125.2
20 3.08 80.9
20 5.08 59.1
20 7 43.5
20 11.83 18.5
20 16.17 24.4
20 24 20.9
20 50.08 117.4
20 54.33 82.5
20 63 45.3
20 114 33.5
21 2 35.4
21 3 24.8
21 4 19.2
21 6 19.8
21 15.5 22.6
21 66.25 76.3
21 98 96.8
21 100 81.9
21 102 78.2
21 106 36.4
21 116 48.3
21 140 20.4
22 2 112.6
22 3 50.3
22 5 30.9
22 10 16.2
22 21.17 8.4
22 44.17 8.6
23 2 210.5
23 2.5 76.4
23 3.08 47.9
23 4.17 34.8
23 6.25 30.8
23 9.83 18.7
23 14 13.3
23 20.75 12.7
24 0.5 120.9
24 1 112.9
24 2 55.2
24 4 43.5
24 22 9.3
24 24.08 15.5
25 2 115.1
25 3 85.3
25 4 49.8
25 6 23.2
25 23 5.9
26 2 65.6
26 3.25 44.4
26 4.33 33.5
26 6 25.6
26 20.83 6.2
26 24 7.5
27 1.5 94.1
27 2.5 50.1
27 3.5 31.6
28 0.5 106
28 1 57.4
28 3 19.7
28 8 7.7
28 24 3.5
28 27 3.7
29 0.5 41.1
29 1.5 18.8
29 2 13.3
29 2.58 11.8
29 3.58 6.8
29 4.67 5.5
29 6.5 5.8
29 8 3.9
29 24 2.2
30 0.5 111.3
30 1 68.9
30 1.92 38.9
30 4 21.8
30 19.67 27.5
30 22 5.3
31 0.5 247
31 1 169
31 1.5 122
31 2 111
31 3 85
31 4 71
31 6 54
31 8 44
31 24.42 31
32 0.5 157.4
32 1 114
32 2 58.4
32 4.03 20.9
32 8 11.2
32 17.83 6.4
32 21.83 7.6
33 2 168.4
33 2.92 106.7
33 4 71.1
33 19.83 76.7
33 21.83 59.5
34 0.5 120.9
34 1 112.9
34 2 55.2
34 4 43.5
34 22 9.3
34 24.08 15.5
35 2 56.9
35 3 34.8
35 4.1 31.4
35 6.17 18.8
35 18.5 6.9
35 24.17 16.4
36 2.25 87
36 3 46.6
36 4 32.8
36 5.92 24.6
36 22.58 7.4
36 23.58 8.2
37 2 62.9
37 3 31.9
37 4 17.3
37 10 8
37 15.58 6.9
37 17.92 5.7
38 2 69.3
38 3 46.7
38 6 23.8
38 10 13.3
38 19.83 6
38 21.83 7.7
39 0.5 117.7
39 1 121.9
39 2.08 95.1
39 4.08 47.1
39 8.17 18.5
39 16.08 8.2
39 23.5 3.5
40 2.42 66.6
40 2.92 48.2
40 4.08 39
40 5.92 33.6
40 9.92 23.4
40 20.42 24.7
40 24.42 19.8
41 0.5 78.3
41 1 62.3
41 2.17 41.1
41 4 28.2
42 2 135.9
42 3 52.7
42 4 41.9
42 6 20.8
42 21.25 1.9
42 24 1.3
43 0.5 44.7
43 1 73.2
43 2 58.2
43 3.92 26.6
44 2 86.3
44 3 52.5
44 4 52.3
44 6 42.1
44 22.42 10.7
44 24 9.9
45 0.5 152.2
45 1 96.8
45 2 41.9
45 4 34.9
45 21.5 14.9
45 24 14.1
46 0.52 40.7
46 1.08 57.7
46 2.08 38.4
46 4 28.1
46 8 13.4
46 17.25 5.4
46 20.25 5.4
46 23.25 4.1
47 1.92 122.8
47 3 111.2
47 4.17 112
47 6.17 32.1
47 20 29.1
47 24 37.5
48 2 113.6
48 3 94.5
48 19.83 5.6
48 26.08 1.7
49 2 153.7
49 3 75.7
49 4 52.2
49 6 21.5
49 10 12.8
49 24.25 1.5
50 1 56.7
50 2 48.1
50 4 24.4
50 24 32.4
51 2 126.2
51 3 80.3
51 4 42.9
51 6 23.8
51 22.75 5.5
51 24.75 5.3
52 2 147
52 3 76.7
52 4 47.7
52 6 30.6
52 22.92 7.7
52 24 4.7
53 0.5 100.4
53 1 95.3
53 2 48.9
53 4 30.3
53 24 12.8
54 2 115.8
54 3 53.9
54 4 39.6
54 6 29.8
54 22 12.3
55 0.5 105.8
55 1 150.6
55 2 79.3
55 4 38.3
55 21.75 10.4
55 24 3.2
56 0.5 136
56 1.17 102.2
56 2 51.7
56 4 27.3
56 6.92 15.3
56 21.67 5.2
57 2 89.8
57 3 51.1
57 4 35.3
57 5.75 22.9
57 21.83 5.1
58 2 120.5
58 3 39.2
58 4 26.8
58 5 20.9
58 9 17.4
58 23.92 7.5
59 2 209.1
59 3 47.1
59 4 37.7
59 6 23.8
59 8 14.5
60 2 91.8
60 3 32.3
60 4 19.2
60 5.33 15.2
61 0.5 50.9
61 1 32.8
61 2 32.9
61 4 9.2
61 8 6.2
61 16 2.2
61 24 3.6
62 1 244.2
62 2 372.1
62 2.17 341
62 2.33 284.5
62 2.5 282.3
62 2.75 231.9
62 3 227.6
62 4 113.9
62 6 56.8
62 9 35.8
62 14 20
62 24 26.4
62 29 99.4
62 35 29.3
62 44 19.2
62 68 7
63 1 42.4
63 2 50.1
63 2.17 34.7
63 2.33 30.5
63 2.5 25.1
63 2.75 22.9
63 3 18.3
63 5 11.7
63 7.17 7.7
63 9 8.2
63 12.25 5.9
63 17.25 3
64 1 172.6
64 2 380.6
64 2.17 156.3
64 2.33 121.6
64 2.5 87.1
64 2.75 82.1
64 3 82.7
64 4 71.1
64 6 22.2
64 9 17.1
64 12 11
64 18 5.2
65 1 144.5
65 2 214.6
65 2.17 96
65 2.33 100.5
65 2.5 94.9
65 2.75 96.9
65 3 61.5
65 4 43.2
65 6 36.1
65 9 9.6
65 14 7.4
65 20.75 6.3
66 2 236.4
66 2.17 155.4
66 2.33 137.7
66 2.5 133.5
66 2.75 110.2
66 3 82.6
66 4.25 57.2
66 6 27.9
66 8 15
66 11 12.3
67 2 82.3
67 2.17 66.4
67 2.33 51
67 2.5 43.7
67 2.75 40.6
67 3 33.1
67 4 21.5
67 6 11.7
67 9 7.4
67 13.5 3.9
67 18.25 3.1
67 24 3.1
67 29.5 13.7
67 33.83 10.6
68 1 139.1
68 2 210.8
68 2.17 200.6
68 2.33 150.5
68 2.5 137.7
68 2.75 94.6
68 3 77.6
68 3.17 68.8
68 4 45.3
68 6 29.5
68 9.17 17.5
68 12.08 10.9
68 17.67 7.9
69 1 134.7
69 2 195.2
69 2.17 168
69 2.33 135.6
69 2.5 131.5
69 2.75 107.4
69 3 86
69 4 50.4
69 6 28.4
69 8 18.6
69 10.83 12
69 18.33 7
69 25.83 5.1
70 1 58.9
70 2 106.3
70 2.25 82.7
70 2.67 48
70 3.17 37.9
70 4.08 20.1
70 7.42 10
70 9.67 6.3
70 17.17 4.1
70 22.42 4
71 1 224
71 2.08 205
71 2.33 76.4
71 2.58 57
71 3.08 45.1
71 4.08 41.5
71 6.08 16.9
71 8.08 12
71 11.5 10.4
71 19 4.2
72 0.5 96.7
72 1 106.2
72 2 64.5
72 4 35.2
72 22 5.8
72 24 5
73 0.5 145.2
73 1 128.5
73 2 87.3
73 4 38
73 22 3.3
74 0.5 90.3
74 1 64.1
74 2 32
74 4 16.6
74 21 3.6
74 24 1.1
75 0.5 98.7
75 1 89
75 2 52.6
75 3.75 20.8
75 20.75 3.6
75 24 4
76 0.5 136.7
76 1 134.1
76 2 99.6
76 4 37.9
76 22.25 4.3
76 24 3.3
77 0.5 116.6
77 1.5 83.5
77 2.5 68.2
77 4 31.5
77 21.75 7
77 24 6.9
78 0.5 89.8
78 1 64.5
78 2 31.2
78 4 17.5
78 22 4.4
78 24 2.9
79 0.5 124.9
79 1 90.8
79 4 25.4
79 21.5 10.2
79 24 9.7
80 0.5 76.5
80 1 58.9
80 2 34.6
80 4 18.3
80 21 1.1
81 0.5 214.1
81 1 127.7
81 2 68.5
81 4 37.5
81 22.08 9.7
81 24 4.6
82 0.5 121.7
82 1 87.4
82 2 59.5
82 4 31.8
82 22 2.3
82 24 1.1
83 0.5 141.7
83 1 119.3
83 2 56.2
83 4 38.8
83 22 8.3
83 24 1.6
84 0.5 160.6
84 1 119.6
84 2 60.2
84 4 24
84 20 3.5
84 23.5 1.3
85 0.5 152.7
85 1 129.6
85 2 83.1
85 4 32.7
85 21 4.3
85 24 1.6
86 0.5 93.7
86 1 102
86 2 83.5
86 4 35.1
86 20.5 5.3
87 0.5 229.6
87 1 134.2
87 2 66.3
87 4 21.6
87 19 3.2
88 0.5 155
88 1 123.4
88 2 108.8
88 4 55.6
88 20.67 5.3
88 23.75 5.1
89 0.5 199.5
89 1 174.4
89 2.08 79.4
89 4 54.6
89 18.25 5.9
89 22.25 6.5
90 0.5 263
90 1.08 174.9
90 2 73.1
90 4 57.6
90 16 6.5
90 23.17 4.5
91 0.5 141.2
91 1 90.3
91 4 25.3
91 17.5 18.3
91 21.5 26
92 0.5 118.1
92 1 84.5
92 2 78.3
92 4 49.2
92 22 6.8
92 24 3.2
93 0.5 82.9
93 1 92
93 2 63.1
93 4 23.1
93 22.17 6.9
93 24 6.2
94 0.5 97.1
94 1 73.4
94 2 39.4
94 4 22.8
94 22 6
94 24 4.3
95 0.25 31.9
95 0.5 35.1
95 0.75 35.9
95 1 32.5
95 2 17
95 4.08 3.7
95 20 2
96 24.5 204.2
96 25 184.3
96 26 75.5
96 28 38.7
96 46 6
97 0.67 127.1
97 2.17 89.5
97 4.17 43.8
97 21.5 8.4
97 24.17 3.9
98 0.5 202.6
98 1 125
98 2 55.8
98 4 19.5
98 11.25 2.6
99 0.5 120.2
99 1 93
99 2 56.5
99 4 24.3
99 20.33 3.6
99 24 1.5
100 0.5 133.7
100 0.75 134
100 2 73.4
100 4 26.8
101 0.5 125.7
101 1 67.3
101 2.08 37.5
101 4.08 21.5
102 0.5 173.8
102 1 187.2
102 2 100.9
102 4 51.8
103 0.5 161.6
103 1 119.6
103 2 69.3
103 4 33.7
103 21 7.1
103 22.75 4.1
104 0.5 90.6
104 1 98.1
104 2 69.3
104 4 29.6
104 23 4.3
104 24.5 3.3
105 0.5 148.1
105 1 78
105 2 38.8
105 4 22.5
105 24 11
106 0.5 100.8
106 1 69.5
106 2 33.7
106 4 26
106 24 10.5
107 0.5 150.4
107 1 96.5
107 2 59.4
107 4 34.7
107 24 9.9
108 0.5 104.1
108 1 68.5
108 2 34.4
108 4 23.1
108 24 6
109 0.5 102.1
109 1.5 67.7
109 2.5 39.6
109 4.5 29
109 24 5.3
110 0.5 157.9
110 1 124.8
110 2 70.4
110 4 41.2
110 24 11.1
111 0.5 186.9
111 1 121
111 2 53.6
111 4 18.5
111 24 4.4
112 0.5 146
112 1 121.5
112 2 89.1
112 4 45.5
112 24 12
113 0.5 135.8
113 1 127.3
113 2 68.9
113 4 17.9
113 24 2.3
114 0.5 149.3
114 1 144.1
114 2 75.5
114 4 44.5
115 0.5 167
115 1 101.5
115 1.25 46.3
115 4 15
116 0.5 229.4
116 1 166.3
116 2.17 78.6
116 4 15
116 24 3
117 0.5 164.6
117 1 107.4
117 2 67
117 4 37.2
118 0.5 78
118 1 57
118 2 14
118 4 8
119 0.5 97.1
119 1 95.9
119 2 45.7
119 4 20.7
119 24 3
120 2 110.5
120 3 50.6
120 7 23.5
120 23.33 146
120 24 108.1
120 26 45.4
121 1 57
121 2 62.5
121 3 38.9
121 5 17.2
121 11 6.1
121 14 5.2
122 0.5 109.1
122 1 79.2
122 2 40.5
122 3 19.1
122 24 4.2
123 0.5 112.3
123 1 76.5
123 2 33.2
123 4 19.7
124 0.5 180.2
124 1 126.6
124 2 78.9
124 4 39.6
124 24 3
125 0.5 192.1
125 1 112.4
125 2 66.5
125 24 3.7
126 0.5 134.1
126 1 116.9
126 2 67.7
126 4 35.2
126 22.5 8.3
126 24 5.7
127 0.5 155.6
127 1 99.7
127 2 55.7
127 4 29.8
127 21 5.5
127 24 4.7
128 0.5 147.7
128 1 107.3
128 2 66.5
128 4 33.6
128 20 4.6
128 24 6.2
129 0.5 152.6
129 1.5 120.6
129 2.5 69.7
129 5.25 25.5
130 0.5 198
130 1 176.3
130 2 71.5
130 4 25.6
130 21 2.6
131 0.5 111.8
131 1 94.8
131 2 50.6
131 6 16.5
131 10 13
131 18 9.5
131 24 12.3
132 0.5 92.2
132 1 94.9
132 4 25.2
132 8 9.6
132 23.67 2
133 0.5 129.2
133 1 142.6
133 2 112.3
133 4 54.8
134 0.5 77.7
134 1 66.8
134 2 43.6
134 4 24.9
134 20 18.8
134 24 19.5
135 0.5 105.5
135 1.08 90.3
135 1.5 64.7
135 4 20.9
135 24 4
136 0.5 133
136 1 111.1
136 2.17 72.8
136 4 40
136 24 8.5
137 0.5 241
137 1 133.1
137 2 92.9
137 4 45.5
137 22 18.3
137 24 17.3
138 0.5 164.9
138 1 160.1
138 2 106.5
138 4 44.3
138 15.08 11.4
138 21.33 9.3
139 0.5 156.7
139 1 113.9
139 2 63.5
139 4 28.5
139 22 9.1
140 0.5 224.2
140 1.58 141.2
140 3.5 67.1
140 23.33 8.1
140 24 5.1
141 0.5 137
141 1.08 86.7
141 2 51.7
141 4.02 24.3
141 17.75 2.4
142 0.67 157.2
142 2.17 87.8
142 4.25 42.9
143 0.5 144.5
143 1 83.3
143 2 51.2
143 4 28.6
143 24 8.8
144 1 110.3
144 3 26.3
144 7.92 11.6
144 24.08 2
145 0.5 6.7
145 1 20.8
145 2 82.3
145 24 29.2
146 2 133.6
146 24 9.1
147 0.25 32.9
147 0.5 28.7
147 0.75 26.2
147 1 22.3
147 2 13.6
147 4 10.2
147 22 5.2
147 24 6.1
148 1 12.5
148 3.17 51
148 4.17 52
148 6.17 35.4
148 17.92 10.8
148 23.92 11.1
149 2 67.2
149 24 8.7
150 2 138.2
150 4 96.2
150 6 70
150 20.75 8.2
150 25 2.6
151 0.5 101.7
151 1.67 38.2
151 4.08 24.8
151 7 12.8
151 19.08 13.6
152 3.5 49.7
152 8.42 13.4
152 21 6.7
152 65.58 22.6
152 161.5 21
153 3.5 74.3
153 4.5 75.9
153 6.83 47.2
153 12.75 28.6
153 17.75 26.9
154 2 154.8
154 3 67.4
154 4 47.4
154 6 29.7
154 24 9.7
155 1 88
155 2 141.8
155 2.17 72.3
155 2.33 63.3
155 2.5 54.2
155 2.67 46.1
155 3.83 27.6
155 6.08 13.5
155 7.92 11.5
155 9.58 10
155 17.83 5.6
156 1 7.2
156 2 7.8
156 4 9.4
156 13.67 20.4
156 14.67 17.2
156 16.67 19.6
156 39.67 26.3
156 63.42 27.6
157 2.17 257.1
157 2.33 218.8
157 2.5 212.9
157 2.75 175.6
157 3 169.1
157 4 97.9
157 6 70.3
157 9 21.8
157 14 9.4
157 24 10.3
158 2 117.5
158 48 9.4
159 20.5 42.6
159 26 42.3
159 37.5 50.1
159 60.3 53.4
159 84.2 47.3
159 108.4 51.5
159 113.9 55.8
159 117.9 51.8
159 121.9 60.5
159 125.9 50.3
159 129 54.2
159 131.5 53.1
159 155.25 52.9
160 5.5 32.6
161 24.5 36.6
161 40.5 49.3
161 64.5 52.5
161 88.5 32.4
161 188.5 2.6
