id,time,y,ytype,amount,V,Cl
14,0,0,2,.,8.8331,0.97968
14,5,6.0703,1,.,8.8331,0.97968
14,10,4.1054,1,.,8.8331,0.97968
14,15,2.0045,1,.,8.8331,0.97968
14,20,1.2319,1,.,8.8331,0.97968
14,25,0.59658,1,.,8.8331,0.97968
14,30,0,2,.,8.8331,0.97968
15,0,.,.,100,8.6107,1.1162
15,0,10.054,1,.,8.6107,1.1162
15,0,0,2,.,8.6107,1.1162
15,5,6.7529,1,.,8.6107,1.1162
15,10,3.4265,1,.,8.6107,1.1162
15,15,1.6574,1,.,8.6107,1.1162
15,20,0.84419,1,.,8.6107,1.1162
15,25,0.42695,1,.,8.6107,1.1162
15,30,0,2,.,8.6107,1.1162
16,0,.,.,100,8.6413,0.83828
16,0,10.138,1,.,8.6413,0.83828
16,0,0,2,.,8.6413,0.83828
16,5,7.2795,1,.,8.6413,0.83828
16,10,4.4869,1,.,8.6413,0.83828
16,15,2.4421,1,.,8.6413,0.83828
16,20,1.8039,1,.,8.6413,0.83828
16,25,1.0015,1,.,8.6413,0.83828
16,30,0,2,.,8.6413,0.83828
17,0,.,.,100,12.774,1.1998
17,0,7.5214,1,.,12.774,1.1998
17,0,0,2,.,12.774,1.1998
17,5,5.0403,1,.,12.774,1.1998
17,6.3138,1,2,.,12.774,1.1998
17,10,3.7648,1,.,12.774,1.1998
17,15,1.9081,1,.,12.774,1.1998
17,20,1.1441,1,.,12.774,1.1998
17,25,0.64857,1,.,12.774,1.1998
18,0,.,.,100,7.7915,1.0904
18,0,13.496,1,.,7.7915,1.0904
18,0,0,2,.,7.7915,1.0904
18,5,5.7312,1,.,7.7915,1.0904
18,10,2.8488,1,.,7.7915,1.0904
18,15,1.6686,1,.,7.7915,1.0904
18,16.914,1,2,.,7.7915,1.0904
18,20,0.6576,1,.,7.7915,1.0904
18,25,0.4226,1,.,7.7915,1.0904
19,0,.,.,100,10.71,0.6818
19,0,8.9424,1,.,10.71,0.6818
19,0,0,2,.,10.71,0.6818
19,5,6.9453,1,.,10.71,0.6818
19,5.0809,1,2,.,10.71,0.6818
19,10,4.6142,1,.,10.71,0.6818
19,15,4.1458,1,.,10.71,0.6818
19,20,2.9892,1,.,10.71,0.6818
19,25,1.8668,1,.,10.71,0.6818
20,0,.,.,100,9.3021,1.0908
20,0,9.4059,1,.,9.3021,1.0908
20,0,0,2,.,9.3021,1.0908
20,5,5.5278,1,.,9.3021,1.0908
20,10,3.0244,1,.,9.3021,1.0908
20,15,1.8544,1,.,9.3021,1.0908
20,20,1.1683,1,.,9.3021,1.0908
20,25,0.56068,1,.,9.3021,1.0908
20,30,0,2,.,9.3021,1.0908
21,0,.,.,100,7.6117,1.2163
21,0,12.577,1,.,7.6117,1.2163
21,0,0,2,.,7.6117,1.2163
21,5,4.3559,1,.,7.6117,1.2163
21,10,2.4014,1,.,7.6117,1.2163
21,15,1.2467,1,.,7.6117,1.2163
21,20,0.54984,1,.,7.6117,1.2163
21,25,0.26918,1,.,7.6117,1.2163
21,30,0,2,.,7.6117,1.2163
22,0,.,.,100,8.8019,1.3311
22,0,11.228,1,.,8.8019,1.3311
22,0,0,2,.,8.8019,1.3311
22,5,5.2191,1,.,8.8019,1.3311
22,10,2.7762,1,.,8.8019,1.3311
22,15,1.1172,1,.,8.8019,1.3311
22,20,0.56209,1,.,8.8019,1.3311
22,25,0.25601,1,.,8.8019,1.3311
22,30,0,2,.,8.8019,1.3311
23,0,.,.,100,7.9318,1.1584
23,0,13.321,1,.,7.9318,1.1584
23,0,0,2,.,7.9318,1.1584
23,5,5.9086,1,.,7.9318,1.1584
23,10,3.9433,1,.,7.9318,1.1584
23,15,1.4789,1,.,7.9318,1.1584
23,20,0.64618,1,.,7.9318,1.1584
23,25,0.23985,1,.,7.9318,1.1584
23,30,0,2,.,7.9318,1.1584
24,0,.,.,100,8.1982,1.4022
24,0,12.571,1,.,8.1982,1.4022
24,0,0,2,.,8.1982,1.4022
24,2.959,1,2,.,8.1982,1.4022
24,5,5.4424,1,.,8.1982,1.4022
24,10,1.9295,1,.,8.1982,1.4022
24,15,0.81032,1,.,8.1982,1.4022
24,20,0.35803,1,.,8.1982,1.4022
24,25,0.16975,1,.,8.1982,1.4022
25,0,.,.,100,13.257,1.0686
25,0,8.0915,1,.,13.257,1.0686
25,0,0,2,.,13.257,1.0686
25,5,4.8918,1,.,13.257,1.0686
25,10,3.9311,1,.,13.257,1.0686
25,15,2.2314,1,.,13.257,1.0686
25,20,1.5686,1,.,13.257,1.0686
25,22.517,1,2,.,13.257,1.0686
25,25,0.93844,1,.,13.257,1.0686
26,0,.,.,100,10.067,0.95015
26,0,9.5056,1,.,10.067,0.95015
26,0,0,2,.,10.067,0.95015
26,5,6.779,1,.,10.067,0.95015
26,10,4.2079,1,.,10.067,0.95015
26,15,2.5709,1,.,10.067,0.95015
26,20,1.292,1,.,10.067,0.95015
26,25,0.91396,1,.,10.067,0.95015
26,30,0,2,.,10.067,0.95015
27,0,.,.,100,8.6084,0.88578
27,0,10.938,1,.,8.6084,0.88578
27,0,0,2,.,8.6084,0.88578
27,1.3634,1,2,.,8.6084,0.88578
27,5,7.1958,1,.,8.6084,0.88578
27,10,3.6197,1,.,8.6084,0.88578
27,15,2.7206,1,.,8.6084,0.88578
27,20,1.2224,1,.,8.6084,0.88578
27,25,0.87246,1,.,8.6084,0.88578
28,0,.,.,100,10.421,1.3135
28,0,9.8249,1,.,10.421,1.3135
28,0,0,2,.,10.421,1.3135
28,5,4.735,1,.,10.421,1.3135
28,10,2.6374,1,.,10.421,1.3135
28,15,1.4179,1,.,10.421,1.3135
28,15.101,1,2,.,10.421,1.3135
28,20,0.75225,1,.,10.421,1.3135
28,25,0.42482,1,.,10.421,1.3135
29,0,.,.,100,10.593,0.91081
29,0,9.0393,1,.,10.593,0.91081
29,0,0,2,.,10.593,0.91081
29,5,5.9089,1,.,10.593,0.91081
29,10,3.3748,1,.,10.593,0.91081
29,15,2.6701,1,.,10.593,0.91081
29,17.811,1,2,.,10.593,0.91081
29,20,1.8361,1,.,10.593,0.91081
29,25,1.1405,1,.,10.593,0.91081
30,0,.,.,100,11.899,0.78172
30,0,10.598,1,.,11.899,0.78172
30,0,0,2,.,11.899,0.78172
30,5,5.4466,1,.,11.899,0.78172
30,10,4.3189,1,.,11.899,0.78172
30,15,3.1776,1,.,11.899,0.78172
30,20,2.3042,1,.,11.899,0.78172
30,25,1.4236,1,.,11.899,0.78172
30,30,0,2,.,11.899,0.78172
31,0,.,.,100,13.248,0.99583
31,0,7.9024,1,.,13.248,0.99583
31,0,0,2,.,13.248,0.99583
31,5,5.3765,1,.,13.248,0.99583
31,10,3.2865,1,.,13.248,0.99583
31,15,2.2574,1,.,13.248,0.99583
31,20,1.691,1,.,13.248,0.99583
31,25,1.3125,1,.,13.248,0.99583
31,30,0,2,.,13.248,0.99583
32,0,.,.,100,13.718,0.87409
32,0,7.2984,1,.,13.718,0.87409
32,0,0,2,.,13.718,0.87409
32,5,7.1225,1,.,13.718,0.87409
32,10,3.562,1,.,13.718,0.87409
32,15,2.8289,1,.,13.718,0.87409
32,20,2.1768,1,.,13.718,0.87409
32,25,1.3521,1,.,13.718,0.87409
32,30,0,2,.,13.718,0.87409
33,0,.,.,100,9.8142,1.1431
33,0,9.5537,1,.,9.8142,1.1431
33,0,0,2,.,9.8142,1.1431
33,0.87506,1,2,.,9.8142,1.1431
33,5,5.2701,1,.,9.8142,1.1431
33,10,3.6685,1,.,9.8142,1.1431
33,15,1.5628,1,.,9.8142,1.1431
33,20,0.92669,1,.,9.8142,1.1431
33,25,0.40255,1,.,9.8142,1.1431
34,0,.,.,100,7.3729,1.3196
34,0,14.867,1,.,7.3729,1.3196
34,0,0,2,.,7.3729,1.3196
34,3.1065,1,2,.,7.3729,1.3196
34,5,4.617,1,.,7.3729,1.3196
34,10,2.396,1,.,7.3729,1.3196
34,15,0.98383,1,.,7.3729,1.3196
34,20,0.36535,1,.,7.3729,1.3196
34,25,0.15802,1,.,7.3729,1.3196
35,0,.,.,100,10.835,1.2084
35,0,10.711,1,.,10.835,1.2084
35,0,0,2,.,10.835,1.2084
35,5,5.5818,1,.,10.835,1.2084
35,10,3.0141,1,.,10.835,1.2084
35,15,1.4528,1,.,10.835,1.2084
35,20,0.89203,1,.,10.835,1.2084
35,25,0.505,1,.,10.835,1.2084
35,30,0,2,.,10.835,1.2084
36,0,.,.,100,11.528,0.65459
36,0,8.3212,1,.,11.528,0.65459
36,0,0,2,.,11.528,0.65459
36,0.19709,1,2,.,11.528,0.65459
36,5,6.9848,1,.,11.528,0.65459
36,10,5.2342,1,.,11.528,0.65459
36,15,3.0899,1,.,11.528,0.65459
36,20,3.449,1,.,11.528,0.65459
36,25,2.2444,1,.,11.528,0.65459
37,0,.,.,100,9.0238,1.3639
37,0,10.882,1,.,9.0238,1.3639
37,0,0,2,.,9.0238,1.3639
37,5,5.0368,1,.,9.0238,1.3639
37,10,2.4076,1,.,9.0238,1.3639
37,15,1.1026,1,.,9.0238,1.3639
37,20,0.6092,1,.,9.0238,1.3639
37,25,0.2193,1,.,9.0238,1.3639
37,30,0,2,.,9.0238,1.3639
38,0,.,.,100,8.7775,0.78892
38,0,14.047,1,.,8.7775,0.78892
38,0,0,2,.,8.7775,0.78892
38,2.1009,1,2,.,8.7775,0.78892
38,5,7.5534,1,.,8.7775,0.78892
38,10,4.5397,1,.,8.7775,0.78892
38,15,2.545,1,.,8.7775,0.78892
38,20,1.9911,1,.,8.7775,0.78892
38,25,1.2809,1,.,8.7775,0.78892
39,0,.,.,100,11.241,1.4109
39,0,9.1754,1,.,11.241,1.4109
39,0,0,2,.,11.241,1.4109
39,5,4.81,1,.,11.241,1.4109
39,7.6224,1,2,.,11.241,1.4109
39,10,2.4501,1,.,11.241,1.4109
39,15,1.2376,1,.,11.241,1.4109
39,20,0.63738,1,.,11.241,1.4109
39,25,0.41221,1,.,11.241,1.4109
40,0,.,.,100,9.738,1.0085
40,0,10.714,1,.,9.738,1.0085
40,0,0,2,.,9.738,1.0085
40,0.48632,1,2,.,9.738,1.0085
40,5,5.588,1,.,9.738,1.0085
40,10,4.5224,1,.,9.738,1.0085
40,15,2.2552,1,.,9.738,1.0085
40,20,1.2992,1,.,9.738,1.0085
40,25,0.75944,1,.,9.738,1.0085
41,0,.,.,100,5.6312,1.4374
41,0,16.76,1,.,5.6312,1.4374
41,0,0,2,.,5.6312,1.4374
41,5,5.576,1,.,5.6312,1.4374
41,10,1.6777,1,.,5.6312,1.4374
41,11.47,1,2,.,5.6312,1.4374
41,15,0.38298,1,.,5.6312,1.4374
41,20,0.10311,1,.,5.6312,1.4374
41,25,0.02797,1,.,5.6312,1.4374
42,0,.,.,100,10.159,0.87245
42,0,10.03,1,.,10.159,0.87245
42,0,0,2,.,10.159,0.87245
42,5,6.5591,1,.,10.159,0.87245
42,10,4.038,1,.,10.159,0.87245
42,13.99,1,2,.,10.159,0.87245
42,15,2.1746,1,.,10.159,0.87245
42,20,1.89,1,.,10.159,0.87245
42,25,1.3697,1,.,10.159,0.87245
43,0,.,.,100,6.3256,0.75935
43,0,14.655,1,.,6.3256,0.75935
43,0,0,2,.,6.3256,0.75935
43,5,9.3283,1,.,6.3256,0.75935
43,10,5.2246,1,.,6.3256,0.75935
43,15,2.971,1,.,6.3256,0.75935
43,20,1.3538,1,.,6.3256,0.75935
43,25,0.77668,1,.,6.3256,0.75935
43,30,0,2,.,6.3256,0.75935
44,0,.,.,100,9.2447,1.2956
44,0,9.2335,1,.,9.2447,1.2956
44,0,0,2,.,9.2447,1.2956
44,5,5.2579,1,.,9.2447,1.2956
44,10,2.356,1,.,9.2447,1.2956
44,15,1.2738,1,.,9.2447,1.2956
44,20,0.6492,1,.,9.2447,1.2956
44,25,0.301,1,.,9.2447,1.2956
44,30,0,2,.,9.2447,1.2956
45,0,.,.,100,11.339,1.0407
45,0,6.5089,1,.,11.339,1.0407
45,0,0,2,.,11.339,1.0407
45,5,6.5754,1,.,11.339,1.0407
45,10,3.5451,1,.,11.339,1.0407
45,15,1.9306,1,.,11.339,1.0407
45,20,1.2705,1,.,11.339,1.0407
45,25,0.83813,1,.,11.339,1.0407
45,30,0,2,.,11.339,1.0407
46,0,.,.,100,10.657,1.043
46,0,7.9811,1,.,10.657,1.043
46,0,0,2,.,10.657,1.043
46,5,6.1906,1,.,10.657,1.043
46,10,3.4376,1,.,10.657,1.043
46,15,2.1149,1,.,10.657,1.043
46,20,1.4731,1,.,10.657,1.043
46,25,0.83407,1,.,10.657,1.043
46,30,0,2,.,10.657,1.043
47,0,.,.,100,8.2874,0.87327
47,0,13.87,1,.,8.2874,0.87327
47,0,0,2,.,8.2874,0.87327
47,5,6.6106,1,.,8.2874,0.87327
47,10,4.4272,1,.,8.2874,0.87327
47,15,2.2215,1,.,8.2874,0.87327
47,20,1.3617,1,.,8.2874,0.87327
47,25,0.80114,1,.,8.2874,0.87327
47,30,0,2,.,8.2874,0.87327
48,0,.,.,100,10.53,0.78202
48,0,8.4514,1,.,10.53,0.78202
48,0,0,2,.,10.53,0.78202
48,5,6.0015,1,.,10.53,0.78202
48,10,5.3718,1,.,10.53,0.78202
48,15,3.2744,1,.,10.53,0.78202
48,20,2.3691,1,.,10.53,0.78202
48,25,1.5693,1,.,10.53,0.78202
48,30,0,2,.,10.53,0.78202
49,0,.,.,100,10.1,1.1936
49,0,9.0358,1,.,10.1,1.1936
49,0,0,2,.,10.1,1.1936
49,5,6.599,1,.,10.1,1.1936
49,10,3.0788,1,.,10.1,1.1936
49,15,1.6677,1,.,10.1,1.1936
49,17.334,1,2,.,10.1,1.1936
49,20,0.9995,1,.,10.1,1.1936
49,25,0.56933,1,.,10.1,1.1936
50,0,.,.,100,8.7273,0.81109
50,0,12.675,1,.,8.7273,0.81109
50,0,0,2,.,8.7273,0.81109
50,5,7.5753,1,.,8.7273,0.81109
50,10,4.2762,1,.,8.7273,0.81109
50,15,2.8993,1,.,8.7273,0.81109
50,20,1.8981,1,.,8.7273,0.81109
50,20.339,1,2,.,8.7273,0.81109
50,25,0.8796,1,.,8.7273,0.81109
51,0,.,.,100,8.4531,0.96499
51,0,12.572,1,.,8.4531,0.96499
51,0,0,2,.,8.4531,0.96499
51,5,7.0401,1,.,8.4531,0.96499
51,10,3.5967,1,.,8.4531,0.96499
51,14.114,1,2,.,8.4531,0.96499
51,15,2.2399,1,.,8.4531,0.96499
51,20,1.3042,1,.,8.4531,0.96499
51,25,0.67915,1,.,8.4531,0.96499
52,0,.,.,100,11.986,0.89185
52,0,8.955,1,.,11.986,0.89185
52,0,0,2,.,11.986,0.89185
52,5,6.8404,1,.,11.986,0.89185
52,10,4.0381,1,.,11.986,0.89185
52,12.891,1,2,.,11.986,0.89185
52,15,2.5753,1,.,11.986,0.89185
52,20,1.8246,1,.,11.986,0.89185
52,25,1.5193,1,.,11.986,0.89185
53,0,.,.,100,11.032,0.91962
53,0,8.3749,1,.,11.032,0.91962
53,0,0,2,.,11.032,0.91962
53,5,6.1347,1,.,11.032,0.91962
53,10,3.6746,1,.,11.032,0.91962
53,11.785,1,2,.,11.032,0.91962
53,15,2.6101,1,.,11.032,0.91962
53,20,1.7796,1,.,11.032,0.91962
53,25,1.1398,1,.,11.032,0.91962
54,0,.,.,100,8.0303,0.84651
54,0,14.584,1,.,8.0303,0.84651
54,0,0,2,.,8.0303,0.84651
54,5,7.4989,1,.,8.0303,0.84651
54,6.3915,1,2,.,8.0303,0.84651
54,10,4.8045,1,.,8.0303,0.84651
54,15,2.6784,1,.,8.0303,0.84651
54,20,1.5743,1,.,8.0303,0.84651
54,25,1.0151,1,.,8.0303,0.84651
55,0,.,.,100,10.747,0.93509
55,0,8.9064,1,.,10.747,0.93509
55,0,0,2,.,10.747,0.93509
55,5,5.9107,1,.,10.747,0.93509
55,10,3.7471,1,.,10.747,0.93509
55,15,2.3563,1,.,10.747,0.93509
55,20,1.5829,1,.,10.747,0.93509
55,25,0.90675,1,.,10.747,0.93509
55,30,0,2,.,10.747,0.93509
56,0,.,.,100,10.606,1.2532
56,0,9.6568,1,.,10.606,1.2532
56,0,0,2,.,10.606,1.2532
56,5,5.5474,1,.,10.606,1.2532
56,8.0773,1,2,.,10.606,1.2532
56,10,2.4934,1,.,10.606,1.2532
56,15,1.6519,1,.,10.606,1.2532
56,20,0.83442,1,.,10.606,1.2532
56,25,0.48205,1,.,10.606,1.2532
57,0,.,.,100,10.302,0.97915
57,0,7.9228,1,.,10.302,0.97915
57,0,0,2,.,10.302,0.97915
57,5,5.7185,1,.,10.302,0.97915
57,10,3.383,1,.,10.302,0.97915
57,15,2.7639,1,.,10.302,0.97915
57,20,1.305,1,.,10.302,0.97915
57,25,1.0355,1,.,10.302,0.97915
57,30,0,2,.,10.302,0.97915
58,0,.,.,100,13.045,1.1837
58,0,7.4211,1,.,13.045,1.1837
58,0,0,2,.,13.045,1.1837
58,5,5.8855,1,.,13.045,1.1837
58,10,3.3091,1,.,13.045,1.1837
58,15,1.9545,1,.,13.045,1.1837
58,20,1.2352,1,.,13.045,1.1837
58,25,0.78921,1,.,13.045,1.1837
58,30,0,2,.,13.045,1.1837
59,0,.,.,100,9.8426,1.3043
59,0,8.4624,1,.,9.8426,1.3043
59,0,0,2,.,9.8426,1.3043
59,5,5.6306,1,.,9.8426,1.3043
59,10,2.4677,1,.,9.8426,1.3043
59,15,1.448,1,.,9.8426,1.3043
59,20,0.62129,1,.,9.8426,1.3043
59,25,0.3218,1,.,9.8426,1.3043
59,30,0,2,.,9.8426,1.3043
60,0,.,.,100,10.037,0.83419
60,0,8.1172,1,.,10.037,0.83419
60,0,0,2,.,10.037,0.83419
60,1.3757,1,2,.,10.037,0.83419
60,5,7.3401,1,.,10.037,0.83419
60,10,5.1023,1,.,10.037,0.83419
60,15,3.006,1,.,10.037,0.83419
60,20,1.8871,1,.,10.037,0.83419
60,25,1.1711,1,.,10.037,0.83419
61,0,.,.,100,13.55,1.21
61,0,7.6573,1,.,13.55,1.21
61,0,0,2,.,13.55,1.21
61,1.7285,1,2,.,13.55,1.21
61,5,5.2017,1,.,13.55,1.21
61,10,3.2163,1,.,13.55,1.21
61,15,2.0917,1,.,13.55,1.21
61,20,1.1715,1,.,13.55,1.21
61,25,0.91779,1,.,13.55,1.21
62,0,.,.,100,12.527,1.013
62,0,9.0181,1,.,12.527,1.013
62,0,0,2,.,12.527,1.013
62,5,5.3662,1,.,12.527,1.013
62,10,3.318,1,.,12.527,1.013
62,10.436,1,2,.,12.527,1.013
62,15,2.2547,1,.,12.527,1.013
62,20,1.5831,1,.,12.527,1.013
62,25,1.2034,1,.,12.527,1.013
63,0,.,.,100,8.267,0.86004
63,0,10.551,1,.,8.267,0.86004
63,0,0,2,.,8.267,0.86004
63,5,8.0493,1,.,8.267,0.86004
63,9.3584,1,2,.,8.267,0.86004
63,10,4.2569,1,.,8.267,0.86004
63,15,2.4737,1,.,8.267,0.86004
63,20,1.6387,1,.,8.267,0.86004
63,25,0.8649,1,.,8.267,0.86004
64,0,.,.,100,8.9543,0.87276
64,0,9.6961,1,.,8.9543,0.87276
64,0,0,2,.,8.9543,0.87276
64,5,8.4811,1,.,8.9543,0.87276
64,10,4.3275,1,.,8.9543,0.87276
64,15,3.2938,1,.,8.9543,0.87276
64,17.78,1,2,.,8.9543,0.87276
64,20,1.6869,1,.,8.9543,0.87276
64,25,0.90412,1,.,8.9543,0.87276
65,0,.,.,100,9.0207,0.81622
65,0,12.39,1,.,9.0207,0.81622
65,0,0,2,.,9.0207,0.81622
65,5,7.8863,1,.,9.0207,0.81622
65,10,4.5343,1,.,9.0207,0.81622
65,15,3.1756,1,.,9.0207,0.81622
65,20,1.6561,1,.,9.0207,0.81622
65,25,0.93226,1,.,9.0207,0.81622
65,30,0,2,.,9.0207,0.81622
66,0,.,.,100,8.0495,1.028
66,0,12.073,1,.,8.0495,1.028
66,0,0,2,.,8.0495,1.028
66,5,6.3138,1,.,8.0495,1.028
66,10,3.3953,1,.,8.0495,1.028
66,15,2.2627,1,.,8.0495,1.028
66,20,0.84929,1,.,8.0495,1.028
66,25,0.4941,1,.,8.0495,1.028
66,30,0,2,.,8.0495,1.028
67,0,.,.,100,8.318,1.0498
67,0,12.186,1,.,8.318,1.0498
67,0,0,2,.,8.318,1.0498
67,5,6.495,1,.,8.318,1.0498
67,9.2861,1,2,.,8.318,1.0498
67,10,3.0154,1,.,8.318,1.0498
67,15,1.8468,1,.,8.318,1.0498
67,20,0.85152,1,.,8.318,1.0498
67,25,0.55765,1,.,8.318,1.0498
68,0,.,.,100,15.413,0.98017
68,0,6.4931,1,.,15.413,0.98017
68,0,0,2,.,15.413,0.98017
68,5,4.1281,1,.,15.413,0.98017
68,10,3.4852,1,.,15.413,0.98017
68,15,2.1831,1,.,15.413,0.98017
68,20,1.781,1,.,15.413,0.98017
68,20.388,1,2,.,15.413,0.98017
68,25,1.3625,1,.,15.413,0.98017
69,0,.,.,100,10.796,0.86748
69,0,10.381,1,.,10.796,0.86748
69,0,0,2,.,10.796,0.86748
69,5,6.083,1,.,10.796,0.86748
69,10,4.3409,1,.,10.796,0.86748
69,15,2.2486,1,.,10.796,0.86748
69,20,2.0727,1,.,10.796,0.86748
69,25,1.0654,1,.,10.796,0.86748
69,30,0,2,.,10.796,0.86748
70,0,.,.,100,12.731,0.95012
70,0,7.5942,1,.,12.731,0.95012
70,0,0,2,.,12.731,0.95012
70,5,5.4554,1,.,12.731,0.95012
70,10,3.7212,1,.,12.731,0.95012
70,10.396,1,2,.,12.731,0.95012
70,15,2.6231,1,.,12.731,0.95012
70,20,1.3714,1,.,12.731,0.95012
70,25,1.1635,1,.,12.731,0.95012
71,0,.,.,100,10.621,0.90734
71,0,11.638,1,.,10.621,0.90734
71,0,0,2,.,10.621,0.90734
71,5,7.3688,1,.,10.621,0.90734
71,10,4.041,1,.,10.621,0.90734
71,15,1.9872,1,.,10.621,0.90734
71,20,1.7237,1,.,10.621,0.90734
71,25,1.0991,1,.,10.621,0.90734
71,30,0,2,.,10.621,0.90734
72,0,.,.,100,10.429,1.5865
72,0,9.6292,1,.,10.429,1.5865
72,0,0,2,.,10.429,1.5865
72,5,4.4041,1,.,10.429,1.5865
72,10,2.3545,1,.,10.429,1.5865
72,15,0.93031,1,.,10.429,1.5865
72,20,0.48533,1,.,10.429,1.5865
72,25,0.23102,1,.,10.429,1.5865
72,30,0,2,.,10.429,1.5865
73,0,.,.,100,11.351,0.93805
73,0,7.7964,1,.,11.351,0.93805
73,0,0,2,.,11.351,0.93805
73,5,5.4575,1,.,11.351,0.93805
