id time y1
20 0 5.5248
20 31 6.3322
20 60 5.7266
20 87 5.7019
20 116 5.724
20 318 6.0266
20 333 5.6967
20 362 5.3584
20 390 6.6489
20 418 6.8295
20 474 6.2358
20 502 4.9466
21 0 6.3974
21 57 5.1932
21 83 4.3839
21 112 5.0992
21 116 3.7477
21 336 3.4945
21 336.33 3
21 337 3.3332
21 339 4.4091
21 339.5 5.1972
21 340 5.1328
21 341 4.6374
21 343 5.0378
21 481 5.0146
21 515 6.6684
22 0 6.0662
22 28 5.843
22 56 5.3558
22 86 5.2762
22 112 4.6434
22 308 5.1153
22 336 5.6168
22 476 5.0581
22 505 6.0697
23 0 6.0458
23 28 5.2893
23 65 5.7914
23 85 5.2899
23 113 5.2382
23 308 3.9821
23 336 4.4813
23 484 6.0397
23 513 6.1872
24 0 6.2699
24 28 5.9884
24 56 5.4408
24 84 6.0791
24 112 5.9807
24 309 6.0899
24 329 6.3668
24 378 6.306
24 413 5.2725
24 469 5.4523
24 508 6.5531
25 0 4.2088
25 28 3
25 59 3
25 87 3
25 112 3
25 308 NA
25 336 3
25 367 4.0842
25 402 5.9756
25 432 4.5372
25 493 5.8966
25 514 3.8484
26 0 5.4681
26 28 3
26 56 3
26 89 3
26 117 3
26 313 3
26 341 3
26 370 3
26 489 3.6277
26 509 3
27 0 6.1061
27 0 4.3755
27 28 4.8246
27 56 3.9611
27 84 3.2319
27 112 3
27 245 4.4099
27 315 4.733
27 544 5.8934
28 0 5.229
28 0 5.0649
28 0.333 4.959
28 3 4.1711
28 84 3.98
28 111 3
28 112 3.4881
28 167 3
28 168 3
28 196 3
28 252 3
28 280 3
28 307 3
28 308 3
28 469 6.1287
29 0 6.2603
29 28 3.5373
29 56 3.8915
29 111 3
29 252 3
29 315 3
29 338 3
29 339 3
29 339.5 3
29 340 3
29 341 3
29 342 3
29 343 3
29 343 3
29 490 6.3136
30 0 6.6384
30 28 5.2996
30 56 5.249
30 84 6.0386
30 111 4.4415
30 307 6.1936
30 334 4.7772
30 363 5.157
30 398 5.3253
30 473 5.3257
30 496 5.7354
31 0 5.6073
31 1 4.6834
31 2 3.6101
31 3.5 5.157
31 4 4.6712
31 28 5.9027
31 56 4.0806
31 84 4.7139
31 105 5.4216
31 112 6.2735
31 112 5.3968
31 210 6.3431
31 364 5.2017
31 475 5.0581
31 495 5.6697
32 0 6.3646
32 28 4.8604
32 56 5.5833
32 84 3.9628
32 119 3
32 308 3
32 336 3
32 474 6.1134
32 504 7.2788
33 0 6.0905
33 28 4.0744
33 56 4.2286
33 84 4.108
33 112 3.9894
33 168 4.8222
33 229 6.3518
33 400 5.7738
33 478 6.0826
33 533 5.8114
34 0 6.2744
34 33 5.5153
34 56 6.0251
34 84 5.8513
34 112 5.6974
34 308 6.1226
34 336 5.9201
34 476 5.8535
34 521 5.0279
35 56 3.2706
35 56 3.3707
35 84 3.4157
35 112 3
35 196 3.2749
35 224 3
35 280 3
35 310 3
35 330 3
35 336 3
35 339 3
35 341 3
35 343 3
35 386 3
35 497 3
36 0 6.8014
36 28 6.1961
36 84 4.7341
36 110 5.1536
36 196 3.9937
36 252 3.0057
36 307 3
36 308 3
36 336 3
36 338 3
36 339 3
36 340 3
36 343 3
36 493 5.8999
36 525 7.0892
37 0 4.0071
37 3.5 3
37 28 3
37 56 3
37 84 3
37 91 3
37 112 3
37 112 3
37 140 3
37 168 3
37 196 3
37 308 3
37 320 3
37 477 3
37 497 3
38 2 4.4207
38 3.5 4.5518
38 5 4.7254
38 28 4.6852
38 56 3.7073
38 84 3.2448
38 140 3
38 168 3
38 224 3
38 329 3
38 336 3
38 336.33 3
38 338 3
38 342 3
38 413 3
39 0 5.8901
39 28 5.2456
39 56 4.0754
39 84 3
39 112 3
39 197 3
39 310 5.3357
39 338 5.6226
39 466 3.6802
39 507 4.1079
40 0 6.7467
40 0 6.1244
40 28 5.9608
40 56 5.1056
40 84 4.1496
40 112 3
40 308 3
40 338 3
40 365 5.8075
40 395 6.5896
40 423 6.0315
40 484 6.8407
40 504 5.22
41 0 7.4373
41 42 5.0969
41 56 4.7613
41 84 4.501
41 112 5.0054
41 315 3.7931
41 338 3.5552
41 484 6.1936
41 504 6.4152
42 0 5.8698
42 0 6.8123
42 28 4.712
42 56 4.3266
42 84 4.011
42 112 4.3203
42 276 4.0291
42 315 5.8435
42 343 5.8036
42 483 5.1635
42 505 5.4646
43 0 4.2998
43 27 3.2674
43 54 3
43 82 3
43 112 3
43 303 3
43 334 3
43 364 3
43 481 3
43 509 3
44 0 5.7149
44 3 4.3465
44 3.5 4.6462
44 6 3.3301
44 28 3
44 56 3
44 56 3
44 84 3
44 112 3
44 140 3
44 140 3
44 319 5.1823
44 336 5.558
44 479 6.3115
44 499 4.4694
45 0 4.0615
45 0 4.1462
45 0.333 3
45 1 3
45 2 3
45 6 3
45 28 3
45 140 3
45 301 NA
45 308 3
45 329 3
45 339.5 3
45 340 3
45 341 3
45 497 3
46 0 4.8034
46 28 3.6604
46 56 3
46 83 3
46 111 3
46 300 3
46 335 3
46 468 3
46 494 3
46 538 3.4793
47 0 5.6475
47 0 5.7877
47 1 4.5801
47 5 5.1383
47 28 4.1678
47 56 4.3631
47 168 6.1778
47 252 4.8729
47 280 3.8155
47 336.33 5.2485
47 340 5.5727
47 341 6.3061
47 342 4.1552
47 360 4.7518
47 496 5.9427
48 0 5.1296
48 27 3
48 55 3
48 83 3
48 111 3
48 311 3
48 339 3
48 393 3
48 421 3.3477
48 477 6.2175
48 497 5.473
49 1 4.0936
49 2 4.3465
49 3 3.536
49 4 4.3843
49 7 4.7116
49 28 4.0537
49 28 3.8923
49 84 3
49 252 3
49 308 3
49 329 3
49 336 3
49 339.5 3
49 413 6.2414
49 469 6.0473
50 0 5.6808
50 27 5.9192
50 57 4.9815
50 86 4.7796
50 113 4.3793
50 309 3
50 342 3
50 401 6.0509
50 426 5.763
50 490 5.6019
50 514 5.9665
51 0 4.0089
51 28 3
51 52 3
51 84 3
51 108 3
51 343 NA
51 478 3
51 576 3
52 6 4.1025
52 28 3.4847
52 28 3
52 56 3
52 56 3
52 84 3
52 168 3
52 196 3
52 336 3
52 337 3
52 338 3
52 339 3
52 339.5 3
52 340 3
52 342 3
53 0 5.5757
53 28 3.4561
53 56 4.529
53 85 3.1765
53 112 3
53 112 3.1242
53 252 3
53 280 3
53 281 3
53 308 4.0483
53 336 3
53 483 4.3512
53 549 3.9748
54 0 7.7568
54 1 7.0044
54 3 7.6358
54 3.5 6.9875
54 29 6.9892
54 56 6.59
54 56 6.2608
54 196 6.9955
54 308 8.0953
54 308 6.781
54 338 6.6753
54 339 6.3478
54 339.5 7.0588
54 340 7.5934
54 343 7.2864
55 0 5.6228
55 28 4.3629
55 56 4.9868
55 84 4.5988
55 112 4.8675
55 308 4.5496
55 336 5.1791
55 362 5.0856
55 392 5.2105
55 420 5.3798
55 448 3.4802
56 0 5.7946
56 28 6.7544
56 56 5.7595
56 83 5.1326
56 112 5.3849
56 280 5.889
56 308 5.3681
56 336 5.3751
56 338 5.4445
56 339 5.7807
56 339.5 6.3939
56 340 6.4066
56 341 6.3809
56 342 7.4654
56 466 6.0934
