  omega_Tlag;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   1.00000;  -0.02752;  -0.00090;  -0.00101;  -0.00133;   0.00019;   0.00632;  -0.00673;  -0.00155;   0.00491;  -0.01640;  -0.00617
    omega_ka;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;  -0.02752;   1.00000;  -0.00136;  -0.00122;  -0.00177;  -0.00347;   0.00226;  -0.00212;  -0.00163;   0.01567;  -0.02931;  -0.00707
     omega_V;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;  -0.00090;  -0.00136;   1.00000;   0.02629;  -0.01988;   0.00038;  -0.00030;   0.00045;   0.08968;   0.00844;  -0.05537;  -0.00353
    omega_Cl;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;  -0.00101;  -0.00122;   0.02629;   1.00000;  -0.00059;  -0.00026;  -0.00022;   0.00022;   0.11252;  -0.00872;   0.00041;  -0.00082
  omega_Imax;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;  -0.00133;  -0.00177;  -0.01988;  -0.00059;   1.00000;  -0.01465;   0.06627;  -0.07411;  -0.00033;   0.00085;  -0.01744;  -0.05928
  omega_IC50;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00019;  -0.00347;   0.00038;  -0.00026;  -0.01465;   1.00000;   0.00298;  -0.00471;   0.00027;  -0.00352;   0.00130;  -0.02179
   omega_Rin;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00632;   0.00226;  -0.00030;  -0.00022;   0.06627;   0.00298;   1.00000;  -0.86027;   0.00074;  -0.00445;   0.00218;  -0.05489
  omega_kout;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;  -0.00673;  -0.00212;   0.00045;   0.00022;  -0.07411;  -0.00471;  -0.86027;   1.00000;  -0.00080;   0.00442;  -0.00220;  -0.04549
   corr_V_Cl;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;  -0.00155;  -0.00163;   0.08968;   0.11252;  -0.00033;   0.00027;   0.00074;  -0.00080;   1.00000;   0.01992;  -0.01486;   0.00310
          a1;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00491;   0.01567;   0.00844;  -0.00872;   0.00085;  -0.00352;  -0.00445;   0.00442;   0.01992;   1.00000;  -0.78858;  -0.01465
          b1;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;  -0.01640;  -0.02931;  -0.05537;   0.00041;  -0.01744;   0.00130;   0.00218;  -0.00220;  -0.01486;  -0.78858;   1.00000;   0.00511
          a2;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;  -0.00617;  -0.00707;  -0.00353;  -0.00082;  -0.05928;  -0.02179;  -0.05489;  -0.04549;   0.00310;  -0.01465;   0.00511;   1.00000
